query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g20466.t1,SLC24,,Q71RS6,4.05e-107,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5),calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]; melanin biosynthetic process [GO:0042438]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; negative regulation of melanin biosynthetic process [GO:0048022],GO:0005262; GO:0005802; GO:0006811; GO:0006874; GO:0008273; GO:0015293; GO:0032588; GO:0034220; GO:0042438; GO:0042470; GO:0048022; GO:0070509; GO:0070588,melanosome [GO:0042470]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Porites_compressa_HIv1___RNAseq.g20481.t1,calcium,,P29274,7.33e-17,Adenosine receptor A2a,"adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; astrocyte activation [GO:0048143]; blood circulation [GO:0008015]; blood coagulation [GO:0007596]; cell-cell signaling [GO:0007267]; cellular defense response [GO:0006968]; central nervous system development [GO:0007417]; eating behavior [GO:0042755]; excitatory postsynaptic potential [GO:0060079]; G protein-coupled adenosine receptor signaling pathway [GO:0001973]; inflammatory response [GO:0006954]; inhibitory postsynaptic potential [GO:0060080]; locomotory behavior [GO:0007626]; membrane depolarization [GO:0051899]; negative regulation of alpha-beta T cell activation [GO:0046636]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of vascular permeability [GO:0043116]; neuron projection morphogenesis [GO:0048812]; phagocytosis [GO:0006909]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein secretion [GO:0050714]; positive regulation of synaptic transmission, GABAergic [GO:0032230]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of urine volume [GO:0035810]; prepulse inhibition [GO:0060134]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of calcium ion transport [GO:0051924]; regulation of DNA-templated transcription [GO:0006355]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of norepinephrine secretion [GO:0014061]; response to amphetamine [GO:0001975]; response to caffeine [GO:0031000]; response to purine-containing compound [GO:0014074]; response to xenobiotic stimulus [GO:0009410]; sensory perception [GO:0007600]; synaptic transmission, cholinergic [GO:0007271]; synaptic transmission, dopaminergic [GO:0001963]; synaptic transmission, glutamatergic [GO:0035249]; vasodilation [GO:0042311]",GO:0001609; GO:0001963; GO:0001973; GO:0001975; GO:0005516; GO:0005882; GO:0005886; GO:0006355; GO:0006909; GO:0006915; GO:0006954; GO:0006968; GO:0007188; GO:0007189; GO:0007200; GO:0007267; GO:0007271; GO:0007417; GO:0007596; GO:0007600; GO:0007626; GO:0008015; GO:0008285; GO:0008289; GO:0009410; GO:0014049; GO:0014057; GO:0014061; GO:0014074; GO:0016020; GO:0019899; GO:0030425; GO:0030673; GO:0031000; GO:0031802; GO:0032230; GO:0032279; GO:0035249; GO:0035810; GO:0042311; GO:0042734; GO:0042755; GO:0042802; GO:0043025; GO:0043116; GO:0043524; GO:0044877; GO:0045211; GO:0045938; GO:0046636; GO:0048143; GO:0048786; GO:0048812; GO:0050714; GO:0050728; GO:0051393; GO:0051881; GO:0051899; GO:0051924; GO:0051968; GO:0060079; GO:0060080; GO:0060134; GO:0070374; GO:0097190; GO:0098978; GO:0099171; GO:1900273; GO:2001235,asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; intermediate filament [GO:0005882]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; presynaptic membrane [GO:0042734],alpha-actinin binding [GO:0051393]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; G protein-coupled adenosine receptor activity [GO:0001609]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; protein-containing complex binding [GO:0044877]; type 5 metabotropic glutamate receptor binding [GO:0031802],Adenosine receptor A2a
Porites_compressa_HIv1___RNAseq.g20514.t1,Bhattacharya2016,TMC6,Q7Z402,9.92e-94,Transmembrane channel-like protein 7,sensory perception of mechanical stimulus [GO:0050954],GO:0005886; GO:0008200; GO:0008381; GO:0043025; GO:0050954,neuronal cell body [GO:0043025]; plasma membrane [GO:0005886],ion channel inhibitor activity [GO:0008200]; mechanosensitive monoatomic ion channel activity [GO:0008381],TMC6
Porites_compressa_HIv1___RNAseq.g20523.t1,Bhattacharya2016,PKD1,Q9Z0T6,2.26e-105,Polycystin family receptor for egg jelly (PKD and REJ homolog) (Polycystic kidney disease and receptor for egg jelly-related protein),regulation of acrosome reaction [GO:0060046],GO:0002080; GO:0005509; GO:0005634; GO:0060046; GO:0097524,acrosomal membrane [GO:0002080]; nucleus [GO:0005634]; sperm plasma membrane [GO:0097524],calcium ion binding [GO:0005509],PKD1
Porites_compressa_HIv1___RNAseq.g20683.t1,calcium,,F1MMV1,1.98e-180,EF-hand domain-containing family member B (Cilia- and flagella-associated protein 21),calcium ion transport [GO:0006816]; flagellated sperm motility [GO:0030317]; regulation of calcineurin-NFAT signaling cascade [GO:0070884]; regulation of store-operated calcium entry [GO:2001256],GO:0005509; GO:0005879; GO:0006816; GO:0030317; GO:0036126; GO:0061891; GO:0070884; GO:0160111; GO:2001256,axonemal A tubule inner sheath [GO:0160111]; axonemal microtubule [GO:0005879]; sperm flagellum [GO:0036126],calcium ion binding [GO:0005509]; calcium ion sensor activity [GO:0061891],EF-hand domain-containing family member B
Porites_compressa_HIv1___RNAseq.g21103.t1,"TRP, calcium",,Q9XSM3,4.57e-51,Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3),calcium ion homeostasis [GO:0055074]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; protein homotetramerization [GO:0051289]; regulation of urine volume [GO:0035809],GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016324; GO:0035809; GO:0042802; GO:0046872; GO:0051289; GO:0055074; GO:0070588; GO:0098703,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],Transient receptor potential cation channel subfamily V member 5
Porites_compressa_HIv1___RNAseq.g21383.t1,"TRP, calcium, Bhattacharya2016",TRPA1,Q6RI86,7.3e-140,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],TRPA1
Porites_compressa_HIv1___RNAseq.g21585.t1,Bhattacharya2016,ANO5,Q75V66,0,Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E),chloride transmembrane transport [GO:1902476]; monoatomic ion transmembrane transport [GO:0034220]; plasma membrane repair [GO:0001778],GO:0001778; GO:0005229; GO:0005254; GO:0005789; GO:0005886; GO:0031982; GO:0034220; GO:0046983; GO:1902476,endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; vesicle [GO:0031982],chloride channel activity [GO:0005254]; intracellularly calcium-gated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983],ANO5
Porites_compressa_HIv1___RNAseq.g21604.t1,calcium,,P54131,4.2e-90,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of membrane potential [GO:0042391]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",GO:0001540; GO:0001666; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043410; GO:0045202; GO:0045211; GO:0045766; GO:0050890; GO:1900016,acetylcholine-gated channel complex [GO:0005892]; dendrite [GO:0030425]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Porites_compressa_HIv1___RNAseq.g21605.t1,calcium,,P22770,2.32e-114,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of membrane potential [GO:0042391]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030424; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043204; GO:0043410; GO:0045202; GO:0045211; GO:0045766; GO:0050890; GO:1900016,acetylcholine-gated channel complex [GO:0005892]; axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Porites_compressa_HIv1___RNAseq.g21839.t1,TRP,,Q9BX84,4.88e-18,"Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]",calcium ion transmembrane transport [GO:0070588]; magnesium ion transmembrane transport [GO:1903830]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262]; response to toxic substance [GO:0009636],GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005634; GO:0005886; GO:0009636; GO:0015085; GO:0015095; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0070588; GO:0098655; GO:0106310; GO:1903830,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; nucleus [GO:0005634]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion transmembrane transporter activity [GO:0015085]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],Transient receptor potential cation channel subfamily M member 6
Porites_compressa_HIv1___RNAseq.g22167.t1,calcium,,Q00195,3.5e-176,Cyclic nucleotide-gated channel alpha-2 (CNG channel alpha-2) (CNG-2) (CNG2) (Cyclic nucleotide-gated channel alpha 3) (CNCalpha3) (Olfactory cyclic nucleotide-gated channel subunit 1) (OCNC1),calcium ion transport [GO:0006816]; membrane depolarization [GO:0051899]; monoatomic cation transmembrane transport [GO:0098655]; potassium ion transport [GO:0006813]; sensory perception of smell [GO:0007608]; sodium ion transport [GO:0006814],GO:0005216; GO:0005222; GO:0005223; GO:0005249; GO:0005262; GO:0005516; GO:0005886; GO:0006813; GO:0006814; GO:0006816; GO:0007608; GO:0017071; GO:0030552; GO:0030553; GO:0042802; GO:0043204; GO:0044877; GO:0051899; GO:0060170; GO:0098655; GO:0098804,ciliary membrane [GO:0060170]; intracellular cyclic nucleotide activated cation channel complex [GO:0017071]; non-motile cilium membrane [GO:0098804]; perikaryon [GO:0043204]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; cAMP binding [GO:0030552]; cGMP binding [GO:0030553]; identical protein binding [GO:0042802]; intracellularly cAMP-activated cation channel activity [GO:0005222]; intracellularly cGMP-activated cation channel activity [GO:0005223]; monoatomic ion channel activity [GO:0005216]; protein-containing complex binding [GO:0044877]; voltage-gated potassium channel activity [GO:0005249],Cyclic nucleotide-gated channel alpha-2
Porites_compressa_HIv1___RNAseq.g22849.t1,TRP,,Q2WEA5,8.71e-98,Transient receptor potential cation channel subfamily M member 1 (Melastatin-1),calcium ion import across plasma membrane [GO:0098703]; cellular response to light stimulus [GO:0071482]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein localization [GO:0008104]; protein tetramerization [GO:0051262]; retinal rod cell development [GO:0046548]; signal transduction [GO:0007165]; visual perception [GO:0007601],GO:0005216; GO:0005261; GO:0005262; GO:0005783; GO:0005789; GO:0005886; GO:0007165; GO:0007216; GO:0007601; GO:0008104; GO:0008324; GO:0030001; GO:0030424; GO:0030425; GO:0035841; GO:0046548; GO:0051262; GO:0051286; GO:0071482; GO:0098655; GO:0098703,axon [GO:0030424]; cell tip [GO:0051286]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; new growing cell tip [GO:0035841]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; monoatomic cation channel activity [GO:0005261]; monoatomic cation transmembrane transporter activity [GO:0008324]; monoatomic ion channel activity [GO:0005216],Transient receptor potential cation channel subfamily M member 1
Porites_compressa_HIv1___RNAseq.g22850.t1,TRP,,A8DYE2,1.54e-105,"Transient receptor potential cation channel trpm (Transient receptor potential cation channel, subfamily M ortholog)",intracellular zinc ion homeostasis [GO:0006882]; magnesium ion homeostasis [GO:0010960]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262],GO:0005261; GO:0005385; GO:0005886; GO:0006882; GO:0010960; GO:0022890; GO:0030001; GO:0034703; GO:0051262; GO:0097682; GO:0098655,cation channel complex [GO:0034703]; plasma membrane [GO:0005886],"inorganic cation transmembrane transporter activity [GO:0022890]; intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity [GO:0097682]; monoatomic cation channel activity [GO:0005261]; zinc ion transmembrane transporter activity [GO:0005385]",Transient receptor potential cation channel trpm
Porites_compressa_HIv1___RNAseq.g22969.t1,calcium,,Q24270,0,Voltage-dependent calcium channel type D subunit alpha-1 (DmCa1D),calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; epithelial fluid transport [GO:0042045]; locomotion [GO:0040011]; muscle contraction [GO:0006936]; neuron remodeling [GO:0016322],GO:0005245; GO:0005891; GO:0006816; GO:0006936; GO:0016322; GO:0016323; GO:0016324; GO:0019722; GO:0040011; GO:0042045; GO:0046872; GO:0050965; GO:0070588; GO:0098703,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; voltage-gated calcium channel complex [GO:0005891],metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245],Voltage-dependent calcium channel type D subunit alpha-1
Porites_compressa_HIv1___RNAseq.g22970.t1,calcium,,Q13936,1.98e-10,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transmembrane transport via high voltage-gated calcium channel [GO:0061577]; calcium ion transport into cytosol [GO:0060402]; camera-type eye development [GO:0043010]; cardiac conduction [GO:0061337]; cardiac muscle cell action potential involved in contraction [GO:0086002]; cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; embryonic forelimb morphogenesis [GO:0035115]; heart development [GO:0007507]; immune system development [GO:0002520]; membrane depolarization during atrial cardiac muscle cell action potential [GO:0098912]; membrane depolarization during AV node cell action potential [GO:0086045]; membrane depolarization during cardiac muscle cell action potential [GO:0086012]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of muscle contraction [GO:0045933]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of ventricular cardiac muscle cell action potential [GO:0098911],GO:0002520; GO:0005245; GO:0005516; GO:0005654; GO:0005737; GO:0005886; GO:0005891; GO:0005929; GO:0007204; GO:0007507; GO:0008331; GO:0010881; GO:0014069; GO:0016020; GO:0030018; GO:0030425; GO:0035115; GO:0043010; GO:0043204; GO:0045762; GO:0045933; GO:0046872; GO:0051393; GO:0060402; GO:0061337; GO:0061577; GO:0070588; GO:0086002; GO:0086007; GO:0086012; GO:0086045; GO:0086056; GO:0086064; GO:0086091; GO:0098703; GO:0098839; GO:0098911; GO:0098912; GO:1990454,cilium [GO:0005929]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; L-type voltage-gated calcium channel complex [GO:1990454]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; voltage-gated calcium channel complex [GO:0005891]; Z disc [GO:0030018],alpha-actinin binding [GO:0051393]; calmodulin binding [GO:0005516]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated calcium channel activity involved in AV node cell action potential [GO:0086056]; voltage-gated calcium channel activity involved in cardiac muscle cell action potential [GO:0086007],Voltage-dependent L-type calcium channel subunit alpha-1C
Porites_compressa_HIv1___RNAseq.g23359.t1,calcium,,D4A055,1.78e-72,Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4),"adult walking behavior [GO:0007628]; calcium ion transport [GO:0006816]; cAMP metabolic process [GO:0046058]; cellular response to leukemia inhibitory factor [GO:1990830]; chemical synaptic transmission [GO:0007268]; detection of light stimulus involved in visual perception [GO:0050908]; gamma-aminobutyric acid secretion [GO:0014051]; gamma-aminobutyric acid signaling pathway [GO:0007214]; muscle cell development [GO:0055001]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; nervous system process [GO:0050877]; neuromuscular junction development [GO:0007528]; neuronal action potential propagation [GO:0019227]; Peyer's patch development [GO:0048541]; positive regulation of protein localization to nucleolus [GO:1904751]; regulation of membrane potential [GO:0042391]; regulation of synaptic vesicle exocytosis [GO:2000300]; spleen development [GO:0048536]; synaptic transmission, glutamatergic [GO:0035249]; T cell receptor signaling pathway [GO:0050852]; thymus development [GO:0048538]",GO:0005245; GO:0005886; GO:0005891; GO:0006816; GO:0007214; GO:0007268; GO:0007528; GO:0007628; GO:0008285; GO:0008331; GO:0014051; GO:0016607; GO:0019227; GO:0019901; GO:0035249; GO:0042391; GO:0046058; GO:0048536; GO:0048538; GO:0048541; GO:0050852; GO:0050877; GO:0050908; GO:0055001; GO:0098793; GO:0098978; GO:0099626; GO:1904751; GO:1990830; GO:2000134; GO:2000300,glutamatergic synapse [GO:0098978]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; voltage-gated calcium channel complex [GO:0005891],high voltage-gated calcium channel activity [GO:0008331]; protein kinase binding [GO:0019901]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels [GO:0099626],Voltage-dependent L-type calcium channel subunit beta-4
Porites_compressa_HIv1___RNAseq.g23467.t1,ER_calcium,,Q86VP3,4.56e-175,Phosphofurin acidic cluster sorting protein 2 (PACS-2) (PACS1-like protein),apoptotic process [GO:0006915]; autophagosome assembly [GO:0000045]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; protein localization to phagophore assembly site [GO:0034497]; protein localization to plasma membrane [GO:0072659],GO:0000045; GO:0005739; GO:0005783; GO:0006915; GO:0032469; GO:0034497; GO:0044325; GO:0072659; GO:1990456,endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739],transmembrane transporter binding [GO:0044325],Phosphofurin acidic cluster sorting protein 2
