query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g18059.t1,aquaporin,,Q9NHW7,1.68e-63,Aquaporin AQPAe.a,,GO:0005886; GO:0015267,plasma membrane [GO:0005886],channel activity [GO:0015267],Aquaporin AQPAe.a
Pocillopora_acuta_HIv2___RNAseq.g18060.t1,aquaporin,,Q5I4F9,2.58e-66,Aquaporin-4 (AQP-4),cerebrospinal fluid circulation [GO:0090660]; intracellular water homeostasis [GO:0009992]; multicellular organismal-level water homeostasis [GO:0050891]; protein homotetramerization [GO:0051289]; water transport [GO:0006833],GO:0005576; GO:0005886; GO:0006833; GO:0009992; GO:0010008; GO:0015250; GO:0016323; GO:0042383; GO:0050891; GO:0051289; GO:0090660; GO:0097450,astrocyte end-foot [GO:0097450]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],water channel activity [GO:0015250],Aquaporin-4
Pocillopora_acuta_HIv2___RNAseq.g18083.t1,"TRP, calcium",,Q6RI86,2.41e-64,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g18121.t1,Sodium_calcium_exchanger,,Q6K3R5,3.8e-66,Sodium/calcium exchanger NCL2 (Na(+)/Ca(2+)-exchange protein NCL2) (OsEFCAX2) (Protein NCX-like 2) (OsNCL2),calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]; sodium ion transport [GO:0006814],GO:0005509; GO:0005774; GO:0005886; GO:0006814; GO:0006874; GO:0015369; GO:0070588,plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774],calcium ion binding [GO:0005509]; calcium:proton antiporter activity [GO:0015369],Sodium/calcium exchanger NCL2
Pocillopora_acuta_HIv2___RNAseq.g18142.t1,"calcium, Bhattacharya2016",ORAI1,Q5EAU0,5.36e-73,Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A),adaptive immune response [GO:0002250]; positive regulation of calcium ion transport [GO:0051928]; store-operated calcium entry [GO:0002115],GO:0002115; GO:0002250; GO:0005886; GO:0015279; GO:0016020; GO:0051928,membrane [GO:0016020]; plasma membrane [GO:0005886],store-operated calcium channel activity [GO:0015279],ORAI1
Pocillopora_acuta_HIv2___RNAseq.g18143.t1,calcium,,Q9U6B8,6.42e-21,Calcium release-activated calcium channel protein 1 (Protein orai),calcium ion transmembrane transport [GO:0070588]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of calcium ion transport [GO:0051928]; store-operated calcium entry [GO:0002115],GO:0002115; GO:0005246; GO:0005262; GO:0005886; GO:0015279; GO:0016020; GO:0034704; GO:0042802; GO:0051928; GO:0070588; GO:0070886,calcium channel complex [GO:0034704]; membrane [GO:0016020]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calcium channel regulator activity [GO:0005246]; identical protein binding [GO:0042802]; store-operated calcium channel activity [GO:0015279],Calcium release-activated calcium channel protein 1
Pocillopora_acuta_HIv2___RNAseq.g18557.t1,"TRP, Bhattacharya2016",TRPM6,J9SQF3,0,Transient receptor potential cation channel subfamily M member 3,calcium ion transmembrane transport [GO:0070588]; monoatomic cation transport [GO:0006812]; protein homotetramerization [GO:0051289]; sodium ion transport [GO:0006814]; zinc ion transmembrane transport [GO:0071577],GO:0005261; GO:0005262; GO:0005385; GO:0005516; GO:0005546; GO:0005886; GO:0006812; GO:0006814; GO:0031683; GO:0051289; GO:0070588; GO:0071577; GO:0097603,plasma membrane [GO:0005886],"calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; G-protein beta/gamma-subunit complex binding [GO:0031683]; monoatomic cation channel activity [GO:0005261]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; temperature-gated ion channel activity [GO:0097603]; zinc ion transmembrane transporter activity [GO:0005385]",TRPM6
Pocillopora_acuta_HIv2___RNAseq.g18628.t1,TRP,,Q18297,3.42e-157,Transient receptor potential cation channel subfamily A member 1 homolog,,GO:0005216; GO:0005886; GO:0043025; GO:0097730,neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886],monoatomic ion channel activity [GO:0005216],Transient receptor potential cation channel subfamily A member 1 homolog
Pocillopora_acuta_HIv2___RNAseq.g18741.t1,Bhattacharya2016,TMC3,Q7Z5M5,1.19e-152,Transmembrane channel-like protein 3,,GO:0005886; GO:0008381,plasma membrane [GO:0005886],mechanosensitive monoatomic ion channel activity [GO:0008381],TMC3
Pocillopora_acuta_HIv2___RNAseq.g18875.t3,Bhattacharya2016,ATP1A2,P13607,0,Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha),"adult locomotory behavior [GO:0008344]; chemical synaptic transmission [GO:0007268]; determination of adult lifespan [GO:0008340]; intracellular potassium ion homeostasis [GO:0030007]; intracellular sodium ion homeostasis [GO:0006883]; jump response [GO:0007630]; locomotory behavior [GO:0007626]; monoatomic cation transport [GO:0006812]; neuromuscular process [GO:0050905]; potassium ion import across plasma membrane [GO:1990573]; proton transmembrane transport [GO:1902600]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube length, open tracheal system [GO:0035159]; response to mechanical stimulus [GO:0009612]; response to temperature stimulus [GO:0009266]; sensory perception of sound [GO:0007605]; septate junction assembly [GO:0019991]; sodium ion export across plasma membrane [GO:0036376]; synaptic assembly at neuromuscular junction [GO:0051124]; tissue homeostasis [GO:0001894]; trachea morphogenesis [GO:0060439]",GO:0001894; GO:0005391; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005890; GO:0005918; GO:0006812; GO:0006883; GO:0007268; GO:0007605; GO:0007626; GO:0007630; GO:0008340; GO:0008344; GO:0009266; GO:0009612; GO:0016323; GO:0016887; GO:0019991; GO:0030007; GO:0035158; GO:0035159; GO:0036376; GO:0045202; GO:0050905; GO:0051124; GO:0060439; GO:1902600; GO:1990573,basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; sodium:potassium-exchanging ATPase complex [GO:0005890]; synapse [GO:0045202],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type sodium:potassium-exchanging transporter activity [GO:0005391],ATP1A2
Pocillopora_acuta_HIv2___RNAseq.g19550.t1,"TRP, calcium",,Q7Z020,3.83e-127,Transient receptor potential cation channel subfamily A member 1 (dTRPA1) (Ankyrin-like with transmembrane domains protein 1) (dANKTM1),calcium ion transport [GO:0006816]; cellular response to heat [GO:0034605]; cellular response to pulsatile fluid shear stress [GO:0097703]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of hot stimulus involved in thermoception [GO:0120168]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; detection of temperature stimulus involved in thermoception [GO:0050960]; mechanosensory behavior [GO:0007638]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; negative phototaxis [GO:0046957]; neuronal signal transduction [GO:0023041]; phototransduction [GO:0007602]; positive regulation of calcium-mediated signaling [GO:0050850]; response to heat [GO:0009408]; response to light stimulus [GO:0009416]; temperature compensation of the circadian clock [GO:0010378]; thermosensory behavior [GO:0040040]; thermotaxis [GO:0043052],GO:0001580; GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007602; GO:0007638; GO:0009408; GO:0009416; GO:0010378; GO:0015276; GO:0016020; GO:0023041; GO:0034605; GO:0034703; GO:0040040; GO:0043052; GO:0046957; GO:0050850; GO:0050960; GO:0050965; GO:0050968; GO:0097604; GO:0097703; GO:0098655; GO:0120168,cation channel complex [GO:0034703]; membrane [GO:0016020]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; ligand-gated monoatomic ion channel activity [GO:0015276]; monoatomic cation channel activity [GO:0005261]; temperature-gated cation channel activity [GO:0097604],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g19551.t1,calcium,,F7C1E2,6.67e-63,Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (Transmembrane protein 66),calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],GO:0005789; GO:0006816; GO:0140268; GO:2001256,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268],,Store-operated calcium entry-associated regulatory factor
Pocillopora_acuta_HIv2___RNAseq.g19679.t1,"TRP, calcium",,Q9R186,1.11e-9,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),calcium ion homeostasis [GO:0055074]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; parathyroid hormone secretion [GO:0035898]; protein homotetramerization [GO:0051289]; response to calcium ion [GO:0051592],GO:0005227; GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016324; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703,apical plasma membrane [GO:0016324]; calcium channel complex [GO:0034704]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calcium-activated cation channel activity [GO:0005227]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],Transient receptor potential cation channel subfamily V member 6
Pocillopora_acuta_HIv2___RNAseq.g19739.t1,TRP,,A0A1D5PXA5,1.53e-11,Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Vanilloid receptor-related osmotically activated channel) (VR-OAC),actin filament organization [GO:0007015]; calcium ion import across plasma membrane [GO:0098703]; intracellular calcium ion homeostasis [GO:0006874]; osmosensory signaling pathway [GO:0007231],GO:0005261; GO:0005262; GO:0005516; GO:0005524; GO:0005886; GO:0005912; GO:0005929; GO:0006874; GO:0007015; GO:0007231; GO:0008289; GO:0016324; GO:0017124; GO:0035091; GO:0046872; GO:0098703,adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cilium [GO:0005929]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; lipid binding [GO:0008289]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; phosphatidylinositol binding [GO:0035091]; SH3 domain binding [GO:0017124],Transient receptor potential cation channel subfamily V member 4
Pocillopora_acuta_HIv2___RNAseq.g19741.t1,"TRP, calcium",,Q9JIP0,8.17e-9,Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transporter 2) (CaT2) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3),calcium ion homeostasis [GO:0055074]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium ion transport into cytosol [GO:0060402]; protein homotetramerization [GO:0051289]; regulation of urine volume [GO:0035809],GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016324; GO:0034704; GO:0035809; GO:0046872; GO:0051289; GO:0055074; GO:0060402; GO:0070588; GO:0098703,apical plasma membrane [GO:0016324]; calcium channel complex [GO:0034704]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872],Transient receptor potential cation channel subfamily V member 5
Pocillopora_acuta_HIv2___RNAseq.g20354.t1,calcium,,P10608,3.14e-25,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),"adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adrenergic receptor signaling pathway [GO:0071875]; AMPA selective glutamate receptor signaling pathway [GO:0098990]; associative learning [GO:0008306]; bone resorption [GO:0045453]; brown fat cell differentiation [GO:0050873]; cellular response to amyloid-beta [GO:1904646]; cellular response to hypoxia [GO:0071456]; diaphragm contraction [GO:0002086]; diet induced thermogenesis [GO:0002024]; estrous cycle [GO:0044849]; excitatory postsynaptic potential [GO:0060079]; female pregnancy [GO:0007565]; G protein-coupled receptor signaling pathway [GO:0007186]; heat generation [GO:0031649]; liver development [GO:0001889]; liver regeneration [GO:0097421]; negative regulation of angiogenesis [GO:0016525]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of multicellular organism growth [GO:0040015]; negative regulation of ossification [GO:0030279]; negative regulation of smooth muscle contraction [GO:0045986]; negative regulation of urine volume [GO:0035811]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagosome maturation [GO:1901098]; positive regulation of bone mineralization [GO:0030501]; positive regulation of calcium ion import across plasma membrane [GO:1905665]; positive regulation of cAMP/PKA signal transduction [GO:0141163]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of lipophagy [GO:1904504]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mini excitatory postsynaptic potential [GO:0061885]; positive regulation of potassium ion transport [GO:0043268]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of sodium ion transport [GO:0010765]; positive regulation of the force of heart contraction by epinephrine [GO:0003059]; positive regulation of transcription by RNA polymerase II [GO:0045944]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; receptor-mediated endocytosis [GO:0006898]; regulation of calcium ion transport [GO:0051924]; regulation of sodium ion transport [GO:0002028]; regulation of systemic arterial blood pressure by norepinephrine-epinephrine [GO:0001993]; response to catecholamine [GO:0071869]; response to cold [GO:0009409]; response to dexamethasone [GO:0071548]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to monoamine [GO:0071867]; response to progesterone [GO:0032570]; response to testosterone [GO:0033574]; smooth muscle contraction [GO:0006939]; synaptic transmission, glutamatergic [GO:0035249]; transcription by RNA polymerase II [GO:0006366]; vasodilation [GO:0042311]",GO:0001540; GO:0001666; GO:0001889; GO:0001965; GO:0001993; GO:0002024; GO:0002025; GO:0002028; GO:0002086; GO:0003059; GO:0004941; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005886; GO:0005901; GO:0006366; GO:0006898; GO:0006939; GO:0007186; GO:0007189; GO:0007565; GO:0008179; GO:0008284; GO:0008306; GO:0009409; GO:0010765; GO:0015459; GO:0016020; GO:0016324; GO:0016525; GO:0019899; GO:0030165; GO:0030279; GO:0030424; GO:0030425; GO:0030501; GO:0031649; GO:0031713; GO:0032570; GO:0032809; GO:0033574; GO:0035249; GO:0035255; GO:0035811; GO:0040015; GO:0042311; GO:0042383; GO:0042802; GO:0042803; GO:0043065; GO:0043197; GO:0043235; GO:0043268; GO:0043410; GO:0043627; GO:0044849; GO:0044877; GO:0045211; GO:0045453; GO:0045744; GO:0045944; GO:0045986; GO:0048633; GO:0050873; GO:0051379; GO:0051380; GO:0051721; GO:0051924; GO:0060079; GO:0061885; GO:0071456; GO:0071548; GO:0071867; GO:0071869; GO:0071875; GO:0071880; GO:0090722; GO:0097421; GO:0098685; GO:0098793; GO:0098978; GO:0098990; GO:0098992; GO:0099171; GO:0120162; GO:0141163; GO:1901098; GO:1904504; GO:1904646; GO:1905665,apical plasma membrane [GO:0016324]; axon [GO:0030424]; caveola [GO:0005901]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; early endosome [GO:0005769]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; neuronal cell body membrane [GO:0032809]; neuronal dense core vesicle [GO:0098992]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; receptor complex [GO:0043235]; sarcolemma [GO:0042383]; Schaffer collateral - CA1 synapse [GO:0098685],adenylate cyclase binding [GO:0008179]; amyloid-beta binding [GO:0001540]; B2 bradykinin receptor binding [GO:0031713]; beta2-adrenergic receptor activity [GO:0004941]; enzyme binding [GO:0019899]; epinephrine binding [GO:0051379]; G-protein alpha-subunit binding [GO:0001965]; identical protein binding [GO:0042802]; ionotropic glutamate receptor binding [GO:0035255]; norepinephrine binding [GO:0051380]; PDZ domain binding [GO:0030165]; potassium channel regulator activity [GO:0015459]; protein homodimerization activity [GO:0042803]; protein phosphatase 2A binding [GO:0051721]; protein-containing complex binding [GO:0044877]; receptor-receptor interaction [GO:0090722],Beta-2 adrenergic receptor
Pocillopora_acuta_HIv2___RNAseq.g20529.t1,Bhattacharya2016,KCNK3,Q63ZI0,2.32e-83,Potassium channel subfamily K member 9,potassium ion import across plasma membrane [GO:1990573]; stabilization of membrane potential [GO:0030322],GO:0005886; GO:0015271; GO:0022841; GO:0030322; GO:1990573,plasma membrane [GO:0005886],outward rectifier potassium channel activity [GO:0015271]; potassium ion leak channel activity [GO:0022841],KCNK3
Pocillopora_acuta_HIv2___RNAseq.g20565.t1c,calcium,,Q8C8R3,1.46e-54,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin),atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; cardiac muscle contraction [GO:0060048]; endocytosis [GO:0006897]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of AV node cell action potential [GO:0098904]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of SA node cell action potential [GO:0098907]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; T-tubule organization [GO:0033292],GO:0002027; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0030018; GO:0030315; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043034; GO:0044325; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0070972; GO:0072659; GO:0086004; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0099103; GO:0099104; GO:1903288,A band [GO:0031672]; costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; early endosome [GO:0005769]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; mitochondrion [GO:0005739]; paranodal junction [GO:0033010]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018],ATPase binding [GO:0051117]; channel activator activity [GO:0099103]; potassium channel activator activity [GO:0099104]; potassium channel regulator activity [GO:0015459]; protein-macromolecule adaptor activity [GO:0030674]; transmembrane transporter binding [GO:0044325],Ankyrin-2
Pocillopora_acuta_HIv2___RNAseq.g20599.t1,aquaporin,,A4L9J0,2.89e-44,Lens fiber major intrinsic protein (Aquaporin-0),gap junction-mediated intercellular transport [GO:1990349]; homotypic cell-cell adhesion [GO:0034109]; lens development in camera-type eye [GO:0002088]; maintenance of lens transparency [GO:0036438]; visual perception [GO:0007601]; water transport [GO:0006833],GO:0002088; GO:0005212; GO:0005516; GO:0005886; GO:0006833; GO:0007601; GO:0015250; GO:0016324; GO:0034109; GO:0036438; GO:0070161; GO:0098631; GO:1990349,anchoring junction [GO:0070161]; apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],calmodulin binding [GO:0005516]; cell adhesion mediator activity [GO:0098631]; structural constituent of eye lens [GO:0005212]; water channel activity [GO:0015250],Lens fiber major intrinsic protein
Pocillopora_acuta_HIv2___RNAseq.g20611.t1,SLC25,,O95847,1.08e-134,Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25 member 27),inner ear development [GO:0048839]; intracellular triglyceride homeostasis [GO:0035356]; negative regulation of mitochondrial calcium ion concentration [GO:0051562]; negative regulation of mitochondrial membrane potential [GO:0010917]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cell population proliferation [GO:0008284]; regulation of D-glucose import [GO:0046324]; response to cold [GO:0009409],GO:0005739; GO:0005743; GO:0008284; GO:0009409; GO:0010917; GO:0015078; GO:0015108; GO:0022857; GO:0031966; GO:0035356; GO:0042803; GO:0043025; GO:0043524; GO:0045177; GO:0046324; GO:0048839; GO:0051562,apical part of cell [GO:0045177]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025],chloride transmembrane transporter activity [GO:0015108]; protein homodimerization activity [GO:0042803]; proton transmembrane transporter activity [GO:0015078]; transmembrane transporter activity [GO:0022857],Mitochondrial uncoupling protein 4
Pocillopora_acuta_HIv2___RNAseq.g2066.t1,SLC24,,Q9HC58,1.91e-16,Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3),bone mineralization [GO:0030282]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; potassium ion transmembrane transport [GO:0071805]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104],GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0008273; GO:0010628; GO:0010629; GO:0015293; GO:0030282; GO:0035725; GO:0070588; GO:0071805; GO:0071944; GO:0150104,cell periphery [GO:0071944]; plasma membrane [GO:0005886],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 3
Pocillopora_acuta_HIv2___RNAseq.g2067.t1,SLC24,,Q9HC58,1.3e-9,Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3),bone mineralization [GO:0030282]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; potassium ion transmembrane transport [GO:0071805]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104],GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0008273; GO:0010628; GO:0010629; GO:0015293; GO:0030282; GO:0035725; GO:0070588; GO:0071805; GO:0071944; GO:0150104,cell periphery [GO:0071944]; plasma membrane [GO:0005886],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 3
Pocillopora_acuta_HIv2___RNAseq.g2070.t1,SLC24,,Q8C261,1.76e-105,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5),calcium ion import [GO:0070509]; melanin biosynthetic process [GO:0042438]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of melanin biosynthetic process [GO:0048022],GO:0005802; GO:0008273; GO:0015085; GO:0015293; GO:0016020; GO:0034220; GO:0042438; GO:0042470; GO:0048022; GO:0070509,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium ion transmembrane transporter activity [GO:0015085]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
