query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Montipora_capitata_HIv3___RNAseq.g27829.t1,calcium,,F7C1E2,3.65e-34,Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (Transmembrane protein 66),calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],GO:0005789; GO:0006816; GO:0140268; GO:2001256,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268],,Store-operated calcium entry-associated regulatory factor
Montipora_capitata_HIv3___RNAseq.g27965.t1,"TRP, Bhattacharya2016",TRPA1,O75762,1.46e-139,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005245; GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],TRPA1
Montipora_capitata_HIv3___RNAseq.g29488.t1,calcium,,Q05941,2.26e-59,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; dopamine biosynthetic process [GO:0042416]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; excitatory postsynaptic potential [GO:0060079]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; intracellular calcium ion homeostasis [GO:0006874]; learning or memory [GO:0007611]; ligand-gated ion channel signaling pathway [GO:1990806]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; neuronal action potential [GO:0019228]; ovulation cycle [GO:0042698]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of gene expression [GO:0010628]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein metabolic process [GO:0051247]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of amyloid fibril formation [GO:1905906]; regulation of amyloid precursor protein catabolic process [GO:1902991]; regulation of inflammatory response [GO:0050727]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of response to drug [GO:2001023]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to acetylcholine [GO:1905144]; response to amyloid-beta [GO:1904645]; response to carbamate [GO:0046681]; response to cold [GO:0009409]; response to ethanol [GO:0045471]; response to food [GO:0032094]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; synaptic transmission involved in micturition [GO:0060084]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001540; GO:0001666; GO:0001988; GO:0004888; GO:0005216; GO:0005789; GO:0005886; GO:0005892; GO:0006811; GO:0006816; GO:0006874; GO:0006897; GO:0007165; GO:0007268; GO:0007271; GO:0007611; GO:0007613; GO:0008179; GO:0008284; GO:0008306; GO:0009409; GO:0009897; GO:0010628; GO:0014061; GO:0015464; GO:0015643; GO:0016020; GO:0016324; GO:0017081; GO:0019228; GO:0019901; GO:0022848; GO:0030317; GO:0030424; GO:0030425; GO:0030426; GO:0030673; GO:0032094; GO:0032225; GO:0032279; GO:0032691; GO:0032715; GO:0032720; GO:0034220; GO:0034703; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042166; GO:0042391; GO:0042416; GO:0042698; GO:0042734; GO:0042803; GO:0043005; GO:0043025; GO:0043124; GO:0043197; GO:0043198; GO:0043410; GO:0044853; GO:0045202; GO:0045211; GO:0045471; GO:0045766; GO:0046681; GO:0048149; GO:0050727; GO:0050728; GO:0050804; GO:0050808; GO:0050890; GO:0050893; GO:0051117; GO:0051247; GO:0051649; GO:0051823; GO:0060079; GO:0060084; GO:0060112; GO:0070373; GO:0070374; GO:0095500; GO:0097061; GO:0097110; GO:0098690; GO:0098815; GO:0098878; GO:0098897; GO:0098981; GO:0099171; GO:0099634; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1902430; GO:1902991; GO:1904315; GO:1904645; GO:1905144; GO:1905906; GO:1990806; GO:2000463; GO:2001023,acetylcholine-gated channel complex [GO:0005892]; apical plasma membrane [GO:0016324]; asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; axon [GO:0030424]; cation channel complex [GO:0034703]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; glycinergic synapse [GO:0098690]; growth cone [GO:0030426]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; presynaptic membrane [GO:0042734]; spine apparatus membrane [GO:0098897]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; adenylate cyclase binding [GO:0008179]; amyloid-beta binding [GO:0001540]; ATPase binding [GO:0051117]; chloride channel regulator activity [GO:0017081]; monoatomic ion channel activity [GO:0005216]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; scaffold protein binding [GO:0097110]; toxic substance binding [GO:0015643]; transmembrane signaling receptor activity [GO:0004888]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],Neuronal acetylcholine receptor subunit alpha-7
Montipora_capitata_HIv3___RNAseq.g29489.t1,calcium,,Q05941,1.94e-58,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; dopamine biosynthetic process [GO:0042416]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; excitatory postsynaptic potential [GO:0060079]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; intracellular calcium ion homeostasis [GO:0006874]; learning or memory [GO:0007611]; ligand-gated ion channel signaling pathway [GO:1990806]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; neuronal action potential [GO:0019228]; ovulation cycle [GO:0042698]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of gene expression [GO:0010628]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein metabolic process [GO:0051247]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of amyloid fibril formation [GO:1905906]; regulation of amyloid precursor protein catabolic process [GO:1902991]; regulation of inflammatory response [GO:0050727]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of response to drug [GO:2001023]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to acetylcholine [GO:1905144]; response to amyloid-beta [GO:1904645]; response to carbamate [GO:0046681]; response to cold [GO:0009409]; response to ethanol [GO:0045471]; response to food [GO:0032094]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; synaptic transmission involved in micturition [GO:0060084]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001540; GO:0001666; GO:0001988; GO:0004888; GO:0005216; GO:0005789; GO:0005886; GO:0005892; GO:0006811; GO:0006816; GO:0006874; GO:0006897; GO:0007165; GO:0007268; GO:0007271; GO:0007611; GO:0007613; GO:0008179; GO:0008284; GO:0008306; GO:0009409; GO:0009897; GO:0010628; GO:0014061; GO:0015464; GO:0015643; GO:0016020; GO:0016324; GO:0017081; GO:0019228; GO:0019901; GO:0022848; GO:0030317; GO:0030424; GO:0030425; GO:0030426; GO:0030673; GO:0032094; GO:0032225; GO:0032279; GO:0032691; GO:0032715; GO:0032720; GO:0034220; GO:0034703; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042166; GO:0042391; GO:0042416; GO:0042698; GO:0042734; GO:0042803; GO:0043005; GO:0043025; GO:0043124; GO:0043197; GO:0043198; GO:0043410; GO:0044853; GO:0045202; GO:0045211; GO:0045471; GO:0045766; GO:0046681; GO:0048149; GO:0050727; GO:0050728; GO:0050804; GO:0050808; GO:0050890; GO:0050893; GO:0051117; GO:0051247; GO:0051649; GO:0051823; GO:0060079; GO:0060084; GO:0060112; GO:0070373; GO:0070374; GO:0095500; GO:0097061; GO:0097110; GO:0098690; GO:0098815; GO:0098878; GO:0098897; GO:0098981; GO:0099171; GO:0099634; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1902430; GO:1902991; GO:1904315; GO:1904645; GO:1905144; GO:1905906; GO:1990806; GO:2000463; GO:2001023,acetylcholine-gated channel complex [GO:0005892]; apical plasma membrane [GO:0016324]; asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; axon [GO:0030424]; cation channel complex [GO:0034703]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; glycinergic synapse [GO:0098690]; growth cone [GO:0030426]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; presynaptic membrane [GO:0042734]; spine apparatus membrane [GO:0098897]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; adenylate cyclase binding [GO:0008179]; amyloid-beta binding [GO:0001540]; ATPase binding [GO:0051117]; chloride channel regulator activity [GO:0017081]; monoatomic ion channel activity [GO:0005216]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; scaffold protein binding [GO:0097110]; toxic substance binding [GO:0015643]; transmembrane signaling receptor activity [GO:0004888]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],Neuronal acetylcholine receptor subunit alpha-7
Montipora_capitata_HIv3___RNAseq.g29498.t1,calcium,,P49582,2.07e-39,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; learning or memory [GO:0007611]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transport [GO:0006811]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; ovulation cycle [GO:0042698]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein metabolic process [GO:0051247]; regulation of amyloid fibril formation [GO:1905906]; regulation of inflammatory response [GO:0050727]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to amyloid-beta [GO:1904645]; response to cold [GO:0009409]; response to ethanol [GO:0045471]; response to food [GO:0032094]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; synapse organization [GO:0050808]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001988; GO:0004888; GO:0005886; GO:0006811; GO:0006816; GO:0006897; GO:0007271; GO:0007611; GO:0007613; GO:0008306; GO:0009409; GO:0009897; GO:0014061; GO:0015464; GO:0016020; GO:0016324; GO:0022848; GO:0030317; GO:0030425; GO:0030673; GO:0032094; GO:0032225; GO:0032691; GO:0032715; GO:0032720; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042391; GO:0042698; GO:0042734; GO:0043124; GO:0045211; GO:0045471; GO:0048149; GO:0050727; GO:0050728; GO:0050804; GO:0050808; GO:0050893; GO:0051247; GO:0051649; GO:0051823; GO:0060112; GO:0070374; GO:0095500; GO:0097061; GO:0098793; GO:0098815; GO:0098981; GO:0099634; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1904645; GO:1905906; GO:2000463,apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; presynapse [GO:0098793]; presynaptic membrane [GO:0042734],acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888],Neuronal acetylcholine receptor subunit alpha-7
Montipora_capitata_HIv3___RNAseq.g29588.t1,"TRP, calcium",,Q9H1D0,1.34e-9,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (CaT-like) (CaT-L) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),calcium ion homeostasis [GO:0055074]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; parathyroid hormone secretion [GO:0035898]; regulation of calcium ion-dependent exocytosis [GO:0017158]; response to calcium ion [GO:0051592],GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0017158; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051592; GO:0055074; GO:0070588; GO:0098703,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],Transient receptor potential cation channel subfamily V member 6
Montipora_capitata_HIv3___RNAseq.g29613.t1,TRP,,Q8R4F0,2.22e-93,Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3),inner ear auditory receptor cell differentiation [GO:0042491]; locomotory behavior [GO:0007626],GO:0000421; GO:0005253; GO:0005267; GO:0005272; GO:0005737; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171,autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; stereocilium membrane [GO:0060171],lipid binding [GO:0008289]; monoatomic anion channel activity [GO:0005253]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272],Mucolipin-3
Montipora_capitata_HIv3___RNAseq.g29615.t1,TRP,,Q8R4F0,2.15e-23,Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3),inner ear auditory receptor cell differentiation [GO:0042491]; locomotory behavior [GO:0007626],GO:0000421; GO:0005253; GO:0005267; GO:0005272; GO:0005737; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171,autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; stereocilium membrane [GO:0060171],lipid binding [GO:0008289]; monoatomic anion channel activity [GO:0005253]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272],Mucolipin-3
Montipora_capitata_HIv3___RNAseq.g30055.t1,Bhattacharya2016,CLCN2,P51788,0,Chloride channel protein 2 (ClC-2),"acinar cell differentiation [GO:0090425]; cell differentiation involved in salivary gland development [GO:0060689]; cellular hypotonic response [GO:0071476]; chloride transport [GO:0006821]; lung development [GO:0030324]; phagocytosis, engulfment [GO:0006911]; positive regulation of oligodendrocyte differentiation [GO:0048714]; regulation of aldosterone biosynthetic process [GO:0032347]; regulation of membrane depolarization during action potential [GO:0098902]; regulation of resting membrane potential [GO:0060075]; retina development in camera-type eye [GO:0060041]; stabilization of membrane potential [GO:0030322]",GO:0005247; GO:0005886; GO:0006821; GO:0006911; GO:0016323; GO:0017081; GO:0030322; GO:0030324; GO:0032347; GO:0032591; GO:0034707; GO:0043194; GO:0043204; GO:0043209; GO:0045211; GO:0048714; GO:0060041; GO:0060075; GO:0060689; GO:0071476; GO:0072320; GO:0090425; GO:0097450; GO:0098902,astrocyte end-foot [GO:0097450]; axon initial segment [GO:0043194]; basolateral plasma membrane [GO:0016323]; chloride channel complex [GO:0034707]; dendritic spine membrane [GO:0032591]; myelin sheath [GO:0043209]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211],chloride channel regulator activity [GO:0017081]; voltage-gated chloride channel activity [GO:0005247]; volume-sensitive chloride channel activity [GO:0072320],CLCN2
Montipora_capitata_HIv3___RNAseq.g30263.t1,"calcium, Bhattacharya2016",SELK,Q01H83,6.05e-19,Selenoprotein K (SelK),calcium ion transport [GO:0006816]; protein palmitoylation [GO:0018345],GO:0005783; GO:0005789; GO:0005886; GO:0006816; GO:0018345,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886],,SELK
Montipora_capitata_HIv3___RNAseq.g30952.t1,calcium,,Q8C8R3,3.53e-13,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin),atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; cardiac muscle contraction [GO:0060048]; endocytosis [GO:0006897]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of AV node cell action potential [GO:0098904]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of SA node cell action potential [GO:0098907]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; T-tubule organization [GO:0033292],GO:0002027; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0030018; GO:0030315; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043034; GO:0044325; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0070972; GO:0072659; GO:0086004; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0099103; GO:0099104; GO:1903288,A band [GO:0031672]; costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; early endosome [GO:0005769]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; mitochondrion [GO:0005739]; paranodal junction [GO:0033010]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018],ATPase binding [GO:0051117]; channel activator activity [GO:0099103]; potassium channel activator activity [GO:0099104]; potassium channel regulator activity [GO:0015459]; protein-macromolecule adaptor activity [GO:0030674]; transmembrane transporter binding [GO:0044325],Ankyrin-2
